Date,Time,Latitude,Longitude,Magnitude,Epicenter,
2015-06-26,09:00,27.58,85.39,4.1,Lalitpur,
2015-06-25,18:06,27.94,85.49,4.2,Sindhupalchok,
2015-06-25,18:04,27.66,86.21,4.1,Dolakha,
2015-06-25,15:22,27.78,85.17,4.3,Nuwakot,
2015-06-24,09:14,27.85,85.75,4,Sindhupalchowk,
2015-06-22,07:34,27.67,86.17,4,Dolakha,
2015-06-21,13:41,27.8,86,4.3,Sindupalchok,
2015-06-20,20:55,28.17,84.94,4.2,Gorkha,
2015-06-20,12:23,28.65,82.76,5.4,Rukum,
2015-06-19,20:05,28.26,84.92,4,Gorkha,
2015-06-18,02:39,28.14,85.11,4.1,Dhading,
2015-06-17,02:15,28.27,85.94,5.1,Tibet,
2015-06-17,00:41,27.9,85.58,4,Sindhupalchok,
2015-06-17,00:29,27.91,85.59,5.2,Sindhupalchok,
2015-06-17,00:13,27.68,85.28,4.4,Kathmandu,
2015-06-16,16:11,27.7,86.16,4.1,Dolakha,
2015-06-15,10:07,27.87,85.72,4.1,Sindhupalchowk,
2015-06-14,09:16,27.74,86.26,4.1,Dolakha,
2015-06-14,00:14,27.8,85.15,4.2,Nuwakot,
2015-06-13,01:18,27.73,86.16,5.2,Dolakha,
2015-06-12,19:37,28.21,84.81,4.6,Gorkha,
2015-06-12,04:34,27.67,86.09,4.4,Dolakha,
2015-06-11,18:41,27.67,86.07,4,Dolakha,
2015-06-11,16:12,27.96,85.73,5.3,Sindhupalchowk,
2015-06-11,04:17,27.8,85.78,4.6,Sindhupalchowk,
2015-06-10,21:05,27.87,85.81,4.1,Sindhupalchowk,
2015-06-10,09:06,27.62,86.1,4.2,Dolakha,
2015-06-10,07:51,27.8,85.61,4.3,Sindhupalchowk,
2015-06-07,16:50,27.87,86.13,4.1,Dolakha,
2015-06-07,05:17,27.9,85.64,4.6,Sindhupalchowk,
2015-06-06,20:48,28.26,85.86,4.2,Tibet,
2015-06-06,17:00,27.58,86.18,4,Dolakha,
2015-06-05,08:31,27.7,85.22,4,Kathmandu,
2015-06-05,04:17,27.79,85.78,4.1,Sindhupalchowk,
2015-06-04,10:30,27.76,86.2,4,Dolakha,
2015-06-03,21:00,27.84,85.78,4.1,Sindhupalchowk,
2015-06-03,11:53,27.7,86.26,4.5,Dolakha,
2015-06-03,08:54,27.76,86.07,4.2,Dolakha,
2015-06-03,07:52,27.79,85.87,4.5,Sindhupalchowk,
2015-06-02,08:33,30,81.75,4.7,Humla,
2015-06-02,05:03,27.78,86.2,4,Dolakha,
2015-06-01,22:50,27.98,85.51,4,Sindhupalchowk,
2015-05-31,01:54,28.29,84.46,4.2,Lamjung,
2015-05-30,10:13,27.79,85.17,4.5,Nuwakot,
2015-05-30,08:35,28.01,85.19,4,Rasuwa,
2015-05-30,01:52,27.75,85.21,4,Dhading,
2015-05-29,12:37,27.82,86.34,4.2,Dolakha,
2015-05-29,12:30,28.01,84.84,4.8,Dhading,
2015-05-29,08:30,28.17,84.72,4,Gorkha,
2015-05-29,05:20,28.07,84.94,4.2,Dhading,
2015-05-29,03:44,28,84.98,5.2,Dhading,
2015-05-28,12:14,27.59,86.16,4.1,Dolakha,
2015-05-28,11:36,27.59,86.19,4.2,Dolakha,
2015-05-28,10:16,27.94,85.54,4,Sindhupalchowk,
2015-05-28,05:29,27.77,86.25,4.2,Dolakha,
2015-05-28,05:12,27.64,85.31,4,Kathmandu,
2015-05-28,03:40,27.95,84.8,4,Dhading,
2015-05-28,03:07,27.99,84.79,4,Dhading,
2015-05-27,12:03,27.59,86.2,4.2,Dolakha,
2015-05-27,10:29,28.04,85.13,4.2,Nuwakot,
2015-05-27,01:16,27.89,85.53,4.6,Sindhupalchowk,
2015-05-27,01:15,27.91,85.53,4.5,Sindhupalchowk,
2015-05-26,10:52,28.02,85.26,5,Rasuwa,
2015-05-26,08:00,27.54,85.43,4.3,Lalitpur,
2015-05-26,06:39,27.71,86.05,4.1,Dolakha,
2015-05-26,05:48,27.63,86.3,4.1,Dolakha,
2015-05-26,02:11,27.84,86.24,4.3,Dolakha,
2015-05-25,11:00,27.71,86.07,4.1,Dolakha,
2015-05-25,10:16,27.74,86.19,4.4,Dolakha,
2015-05-25,03:23,28.01,84.68,5,Gorkha,
2015-05-24,12:55,27.8,86.29,4.4,Dolakha,
2015-05-24,11:46,27.84,86,4.2,Sindhupalchowk,
2015-05-24,11:15,27.76,86.26,4.3,Dolakha,
2015-05-24,10:38,27.76,86.28,4.4,Dolakha,
2015-05-24,07:06,27.67,86.18,4.2,Dolakha,
2015-05-23,10:26,27.9,85.51,4.4,Sindhupalchok,
2015-05-23,01:14,27.74,86.2,4.2,Dolakha,
2015-05-22,08:44,27.69,86.16,4.1,Dolakha,
2015-05-22,07:07,30.31,81.47,4.8,Humla,
2015-05-22,06:49,27.78,85.93,4,Sindhupalchowk,
2015-05-22,05:30,27.63,86.25,4.1,Dolakha,
2015-05-22,04:44,28.05,85.08,4.8,Nuwakot,
2015-05-22,02:45,27.79,85.14,4.2,Nuwakot,
2015-05-21,07:30,28.02,84.98,4,Dhading,
2015-05-21,02:56,27.93,85.46,4,Nuwakot,
2015-05-21,02:11,27.85,86.32,4.2,Dolakha,
2015-05-20,11:10,27.84,86.33,4.2,Dolakha,
2015-05-20,02:47,27.52,85.26,4.4,Lalitput,
2015-05-19,11:29,27.9,85.99,4,Sindhupalchowk,
2015-05-19,04:44,27.92,86.04,4.2,Sindhupalchowk,
2015-05-19,04:34,27.66,86.03,4.3,Dolakha,
2015-05-18,11:24,27.69,86.26,4,Dolakha,
2015-05-18,09:11,27.71,86.07,4.2,Dolakha,
2015-05-18,06:27,28.11,84.88,4.1,Dhading,
2015-05-17,11:30,27.48,85.87,4.6,Ramechhap,
2015-05-17,08:40,27.84,86.24,4.4,Dolakha,
2015-05-17,05:00,27.73,86.06,4.4,Dolakha,
2015-05-16,09:35,27.45,85.31,4.2,Lalitpur,
2015-05-16,09:24,27.7,85.85,4.2,Sindhupalchowk,
2015-05-16,08:44,27.64,86.14,4.3,Dolakha,
2015-05-16,06:31,28.13,84.89,4,Gorkha,
2015-05-16,06:11,27.97,85.48,4,Nuwakot,
2015-05-16,05:19,27.6,86.26,5.5,Dolakha,
2015-05-16,04:38,27.66,86.09,4.1,Dolakha,
2015-05-16,04:28,27.65,86.12,4.1,Dolakha,
2015-05-16,02:15,28.07,84.7,4,Gorkha,
2015-05-15,10:58,27.74,86.17,4,Dolakha,
2015-05-15,10:51,27.92,84.84,4,Dhading,
2015-05-15,07:27,27.93,84.84,5.5,Dhading,
2015-05-15,04:06,27.69,86.08,4.3,Dolakha,
2015-05-15,03:38,27.63,86.25,4.1,Dolakha,
2015-05-15,03:09,27.61,86.2,4.5,Dolakha,
2015-05-14,12:16,27.92,86.31,4.3,Dolakha,
2015-05-14,09:40,27.84,85.84,4,Sindhupalchowk,
2015-05-14,09:06,27.83,86.15,4.5,Dolakha,
2015-05-14,08:52,27.8,85.82,4,Sindupalchok,
2015-05-14,08:50,27.71,86.04,4,Dolakha,
2015-05-14,08:21,28.06,85.35,4.5,Rasuwa,
2015-05-14,07:43,27.75,86.14,4,Dolakha,
2015-05-14,03:23,27.67,86.08,5,Dolakha,
2015-05-14,03:20,27.62,86.09,4.2,Dolakha,
2015-05-14,03:13,27.66,86.07,4.1,Dolakha,
2015-05-13,12:38,27.68,86.17,5.1,Dolakha,
2015-05-13,12:34,27.84,86.25,4.6,Dolakha,
2015-05-13,12:22,27.79,86.07,4.8,Dolakha,
2015-05-13,12:11,27.69,86.11,4.7,Sindhupalchok,
2015-05-13,10:33,27.79,86.19,4.6,Dolakha,
2015-05-13,09:36,27.7,86.15,4.1,Dolakha,
2015-05-13,09:21,27.64,85.7,4,Kavrepalanchok,
2015-05-13,08:28,27.75,86.25,4.4,Dolakha,
2015-05-13,08:08,27.65,86.18,4.4,Dolakha,
2015-05-13,04:44,27.63,86.17,4.5,Dolakha,
2015-05-13,04:38,27.82,86.47,4.3,Dolakha,
2015-05-13,03:42,27.85,85.92,4.2,Sindhupalchok,
2015-05-13,03:37,27.85,86.29,4,Dolakha,
2015-05-13,03:10,27.91,84.82,5.9,Dhading,
2015-05-13,02:30,27.6,86.16,4.3,Dolakha,
2015-05-13,02:07,27.68,85.3,4.2,Kathmandu,
2015-05-12,3:14 PM,27.7,86.01,4.2,Dolakha,
2015-05-12,2:47 PM,27.8,86.12,4.7,Dolakha,
2015-05-12,2:24 PM,27.69,86.21,4.7,Dolakha,
2015-05-12,2:20 PM,27.68,86.23,4.7,Dolakha,
2015-05-12,2:19 PM,27.88,85.94,4.8,Sindhupalchok,
2015-05-12,2:09 PM,27.79,86.11,5,Dolakha,
2015-05-12,2:06 PM,27.66,86.17,5.2,Dolakha,
2015-05-12,12:07,28.1,84.91,4,Dhading,
2015-05-12,11:13,27.58,86.41,4.3,Ramechhap,
2015-05-12,10:17,27.68,86.04,4.2,Dolakha,
2015-05-12,09:13,27.97,86.45,4.8,Tibet,
2015-05-12,08:44,28.03,86.36,4.1,Tibet,
2015-05-12,07:42,27.84,86.23,4.4,Dolakha,
2015-05-12,07:36,27.73,86.21,6.2,Dolakha,
2015-05-12,07:28,27.78,85.85,4.3,Sindhupalchok,
2015-05-12,07:05,27.82,86.12,6.8,Dolakha,
2015-05-12,06:53,27.72,85.97,4,Dolakha,
2015-05-12,06:47,27.89,85.88,4.4,Sindhupalchok,
2015-05-12,06:13,27.7,86.04,4.7,Dolakha,
2015-05-12,05:43,27.71,86,4.3,Dolakha,
2015-05-12,05:06,27.72,86.2,4.6,Dolakha,
2015-05-12,04:51,27.62,86.16,4.7,Dolakha,
2015-05-12,04:26,27.76,86.24,4.4,Dolakha,
2015-05-12,04:20,27.73,86.11,5,Dolakha,
2015-05-12,04:16,27.69,86.05,4.2,Dolakha,
2015-05-12,04:00,27.57,86.29,4.8,Ramechhap,
2015-05-12,03:49,27.68,86.03,4.4,Dolakha,
2015-05-12,03:29,27.8,85.95,4.2,Sindhupalchok,
2015-05-12,02:44,27.76,86.31,5.3,Dolakha,
2015-05-12,02:08,28.16,84.9,4.1,Gorkha,
2015-05-12,01:58,27.8,85.83,5.3,Sindhupalchok,
2015-05-12,01:51,27.8,85.94,5.1,Sindhupalchok,
2015-05-12,01:46,27.68,86.04,4.3,Dolakha,
2015-05-12,01:33,27.63,86.17,4.8,Dolakha,
2015-05-12,01:28,27.69,86.24,5,Dolakha,
2015-05-12,01:02,27.84,86.17,5.8,Dolakha,
2015-05-11,11:54,27.91,85.75,4,Sindhupalchowk,
2015-05-11,08:35,27.99,85.86,4.2,Sindhupalchowk,
2015-05-10,11:08,28.02,85.25,4,Rasuwa,
2015-05-10,06:34,27.88,86,4.4,Sindhupalchowk,
2015-05-10,03:23,27.65,85.56,4.2,kavre,
2015-05-10,02:44,26.94,86.67,4,Udayapur,
2015-05-10,01:50,28.04,85.96,4.2,Tibet,
2015-05-09,03:08,28.04,85.2,4.1,Rasuwa,
2015-05-08,08:19,27.75,85.91,4.2,Sindhupalchowk,
2015-05-08,06:17,27.69,86.04,5,Dolakha,
2015-05-08,03:05,28.01,85.41,4.2,Nuwakot,
2015-05-08,02:19,27.94,85.58,4,Sindhupalchowk,
2015-05-08,01:32,27.77,85.88,4.8,Sindhupalchowk,
2015-05-07,10:15,27.92,85.46,4,Nuwakot,
2015-05-07,07:56,27.79,85.16,4,Nuwakot,
2015-05-07,03:41,27.75,85.19,4.2,Nuwakot,
2015-05-06,10:19,28.04,85.26,4,Rasuwa,
2015-05-06,06:02,28.01,84.68,4.2,Gorkha,
2015-05-05,06:39,28.06,85.05,4,Dhading,
2015-05-05,05:00,27.96,86,4.2,Sindhupalchowk,
2015-05-05,04:23,27.74,86.03,4.3,Dolakha,
2015-05-04,10:36,27.8,85.16,4.1,Nuwakot,
2015-05-04,10:33,27.79,85.16,4,Nuwakot,
2015-05-04,09:54,27.97,85.21,4.2,Nuwakot,
2015-05-04,07:00,27.69,85.99,4.3,Dolakha,
2015-05-04,06:02,27.74,86,4.2,Dolakha,
2015-05-04,04:59,27.75,85.87,4.2,Sindhupalchowk,
2015-05-04,03:40,27.95,85.86,4.4,Sindhupalchowk,
2015-05-04,02:34,27.79,86.23,4.7,Dolakha,
2015-05-04,01:17,28.12,84.8,4,Gorkha,
2015-05-03,3:29 AM,27.69,85.93,4.5,Sindhupalchowk,
2015-05-03,10:46,27.94,84.83,4.5,Dhading,
2015-05-03,10:39 PM,28.05,84.94,4,Dhading,
2015-05-03,08:27,28.09,85.72,4.2,Sindhupalchowk,
2015-05-03,08:00,27.98,84.87,4.1,Dhading,
2015-05-03,06:58,27.89,85.73,4,Sindhupalchowk,
2015-05-03,05:47,28.08,85.04,4,Gorkha,
2015-05-03,05:20,27.8,85.11,4.9,Nuwakot,
2015-05-02,11:20,28.24,84.76,5.1,Gorkha,
2015-05-02,11:13,27.72,85.74,4,Sindhupalchowk,
2015-05-02,09:32,27.93,85.5,4.2,Sindhupalchowk,
2015-05-02,09:01,27.66,86.01,4.1,Dolakha,
2015-05-02,05:55,27.74,86.28,4.3,Dolakha,
2015-05-02,03:55,27.95,85.73,4.2,Sindhupalchowk,
2015-05-01,12:58,27.7,85.98,4.2,Dolakha,
2015-05-01,11:59,28.04,85.32,4,Rasuwa,
2015-05-01,11:28,28.04,85.33,4.5,Rasuwa,
2015-05-01,10:35,27.75,85.95,4,Sindhupalchowk,
2015-05-01,08:27,27.88,85.87,4.2,Sindhupalchowk,
2015-05-01,05:37,27.74,85.99,4,Dolakha,
2015-05-01,02:56,27.68,85.3,4,Kathmandu,
2015-04-30,11:19,27.92,85.87,4.3,Sindhupalchowk,
2015-04-30,08:31,28.05,85.34,4.7,Rasuwa,
2015-04-30,06:22,27.93,84.83,4.7,Dhading,
2015-04-30,01:29,27.65,86.09,4.1,Dolakha,
2015-04-29,11:01,28.19,84.8,4.4,Gorkha,
2015-04-29,05:54,27.79,85.14,4.2,Nuwakot,
2015-04-29,05:12,27.95,85.52,4.5,Sindhupalchowk,
2015-04-29,04:49,27.93,85.63,4,Sindhupalchowk,
2015-04-29,03:24,27.86,84.89,4.5,Dhading,
2015-04-29,01:17,28.04,85.37,4,Nuwakot,
2015-04-28,12:44,28.29,84.93,4.8,Gorkha,
2015-04-28,12:08,27.96,85.55,4,Sindhupalchowk,
2015-04-28,10:07,28.2,84.78,4,Gorkha,
2015-04-28,08:40,27.76,85.8,4,Sindhupalchowk,
2015-04-28,07:45,27.81,86.09,4.2,Dolakha,
2015-04-28,05:05,28.1,85.49,4.9,Sindhupalchok,
2015-04-28,05:03,27.88,85.88,4.2,Sindhupalchowk,
2015-04-28,04:44,27.78,85.17,4,Nuwakot,
2015-04-28,04:11,28.1,84.65,4.2,Gorkha,
2015-04-28,03:12,27.89,85.76,4.2,Sindhupalchowk,
2015-04-28,03:10,27.83,85.83,4,Sindhupalchowk,
2015-04-28,02:59,27.92,85.51,4.2,Sindhupalchowk,
2015-04-27,3:37 AM,27.75,85.2,4.1,Kathmandu,
2015-04-27,12:39 AM,28.26,85.1,4.5,Rasuwa,
2015-04-27,11:30,28.19,85.03,4,Dhading,
2015-04-27,10:39,27.82,85.89,4.2,Sindhupalchowk,
2015-04-27,10:05,27.93,85.86,4,Sindhupalchowk,
2015-04-27,09:59,28.24,85.23,4.3,Rasuwa,
2015-04-27,09:36,27.67,85.29,4.5,Kathmandu,
2015-04-27,08:18,27.67,85.55,4.2,Kavrepalanchowk,
2015-04-27,06:24,27.77,85.12,4.7,Nuwakot,
2015-04-27,04:27,27.82,85.76,4.4,Sindhupalchowk,
2015-04-27,04:17,27.57,85.74,4.5,Kavrepalanchowk,
2015-04-27,04:15,27.56,85.73,4.2,Kavrepalanchowk,
2015-04-27,03:17,27.8,85.12,4,Nuwakot,
2015-04-26,15:27,27.77,85.91,4.5,Sindhupalchowk,
2015-04-26,14:31,27.97,85.81,4.5,Sindhupalchowk,
2015-04-26,12:43,27.71,85.43,4.6,Kathmandu,
2015-04-26,12:14,27.94,85.55,4.1,Sindhupalchowk,
2015-04-26,11:51,27.91,85.55,4.2,Sindhupalchowk,
2015-04-26,10:43,28.26,85.02,4.8,Gorkha,
2015-04-26,10:42,27.83,86.06,4,Dolakha,
2015-04-26,10:35,28.04,85.5,4.5,Sindhupalchowk,
2015-04-26,10:10,27.95,85.87,5.3,Sindhupalchowk,
2015-04-26,10:08,27.67,85.3,4,Kathmandu,
2015-04-26,09:47,27.65,85.97,4,Dolakha,
2015-04-26,09:06,27.64,85.63,5,Kavre,
2015-04-26,08:55,27.8,85.16,5.1,Nuwakot,
2015-04-26,08:43,28.32,84.73,4.5,Gorkha,
2015-04-26,08:42,28.31,84.97,4.5,Gorkha,
2015-04-26,08:29,27.72,85.97,4.5,Sindhupalchowk,
2015-04-26,08:17,27.79,85.15,4,Nuwakot,
2015-04-26,07:09,27.84,86.05,6.9,Dolakha,
2015-04-26,07:08,27.68,85.95,4,Dolakha,
2015-04-26,06:56,27.89,85.6,5,Sindhupalchowk,
2015-04-26,06:16,27.84,85.12,4,Nuwakot,
2015-04-26,06:00,27.67,85.28,4,Kathmandu,
2015-04-26,05:32,28.05,85.34,4,Rasuwa,
2015-04-26,05:26,27.67,86.07,4.5,Dolakha,
2015-04-26,05:25,27.69,85.25,4,Kathmandu,
2015-04-26,05:01,27.99,85.02,5.5,Nuwakot,
2015-04-26,02:52,27.82,85.8,4.8,Sindhupalchowk,
2015-04-26,02:49,27.98,84.99,4,Gorkha,
2015-04-26,02:25,27.79,86,4.8,Sindhupalchowk,
2015-04-26,02:17,27.6,85.96,4.8,Sindhupalchowk,
2015-04-26,02:14,28.24,84.82,4.3,Gorkha,
2015-04-26,02:08,28.25,85.83,4,Rasuwa,
2015-04-26,01:56,27.93,85.56,4.4,Sindhupalchowk,
2015-04-26,01:52,28.14,84.71,4.2,Gorkha,
2015-04-26,01:49,28.05,85.35,4,Rasuwa,
2015-04-26,01:29,27.93,85.56,4.1,Sindhupalchowk,
2015-04-26,01:22,27.94,86.05,5,Tibet,
2015-04-26,01:12,27.75,85.94,5.3,Sindhupalchowk,
2015-04-25,4:08 PM,27.87,85.8,4.1,Sindhupalchowk,
2015-04-25,3:28 PM,28.29,85.16,4.6,Rasuwa,
2015-04-25,23:46,27.78,85.98,4.1,Sindhupalchowk,
2015-04-25,23:40,28.1,85.27,4,Rasuwa,
2015-04-25,23:27,28.34,85.91,5.6,Tibet,
2015-04-25,23:25,27.78,85.17,4,Nuwakot,
2015-04-25,23:24,27.9,85.53,4,Sindhupalchowk,
2015-04-25,23:19,27.77,85.83,4.1,Sindhupalchowk,
2015-04-25,22:31,27.8,85.29,4,Nuwakot,
2015-04-25,22:12,27.92,85.64,5.3,Sindhupalchowk,
2015-04-25,21:02,27.95,85.56,4.2,Sindhupalchowk,
2015-04-25,20:36,28.14,85.16,4.4,Rasuwa,
2015-04-25,20:25,27.73,85.9,5,Sindhupalchowk,
2015-04-25,20:08,28.05,85.25,4.1,Rasuwa,
2015-04-25,19:55,27.73,85.9,4.7,Sindhupalchowk,
2015-04-25,19:47,27.68,85.32,4.1,Kathmandu,
2015-04-25,13:53,27.79,85.16,4.1,Nuwakot,
2015-04-25,13:30,28.1,85.2,4.7,Rasuwa,
2015-04-25,12:44,28.16,84.71,5.5,Gorkha,
2015-04-25,12:39,27.82,86.05,4.5,Dolakha,
2015-04-25,12:17,28,85.4,4.9,Nuwakot,
2015-04-25,11:41,28.14,85.28,4.1,Rasuwa,
2015-04-25,11:05,27.91,85.5,4.6,Sindhupalchowk,
2015-04-25,10:40,27.86,85.85,4,Sindhupalchowk,
2015-04-25,10:23,27.87,85.8,4.1,Sindhupalchowk,
2015-04-25,09:43,28.29,85.16,4.6,Rasuwa,
2015-04-25,09:30,28,85.6,5.5,Sindhupalchowk,
2015-04-25,09:03,27.91,85.33,5.3,Nuwakot,
2015-04-25,08:55,27.65,85.63,5.7,Kabre,
2015-04-25,08:29,28.18,84.95,5.2,Gorkha,
2015-04-25,08:21,27.6,86.09,4.5,Dolakha,
2015-04-25,08:20,27.9,84.86,5.1,Dhading,
2015-04-25,08:17,27.78,85.84,5.2,Sindhupalchowk,
2015-04-25,07:47,27.99,85.71,5.1,Tibet,
2015-04-25,07:21,27.69,86.02,4.9,Dolakha,
2015-04-25,07:08,28.2,85.75,5.3,Rasuwa,
2015-04-25,06:56,28.13,85.65,5.7,Rasuwa,
2015-04-25,06:45,28.28,84.72,6.6,Gorkha,
2015-04-25,06:38,28.41,85.8,5.5,Tibet,
2015-04-25,06:11,28.24,84.75,7.6,Gorkha,
2015-04-23,01:57,28.4,83.99,4.1,Kaski,
2015-04-22,07:14,28.8,81.92,4.5,Jajarkot,
2015-04-21,19:52,28.85,82.18,5.1,Jajarkot,
2015-02-14,22:51,27.42,87.01,4.5,Bhojpur,
2015-01-31,19:44,28.29,83.73,5.5,Kaski,
2015-01-22,09:27,29.36,81.03,4.4,Doti,
2015-01-06,01:26,29.07,81.51,4.5,Dailekh,
2014-12-18,15:32,27.73,86.52,5.9,Solukhumbu,
2014-11-25,15:49,28.25,84.94,4.5,Gorkha,
2014-09-17,10:29,27.76,88.05,4.5,Taplejung,
2014-08-03,17:57,29.45,85.64,5.9,Tibet,
2014-07-07,16:37,29.73,80.93,4.2,Bajhang-Darchula border,
2014-07-04,05:58,27.83,87.91,4.6,Taplejung,
2014-05-25,02:46,28.23,84.09,4.1,Kaski,
2014-05-20,18:36,28.32,84.73,4.3,Gorkha,
2014-04-23,07:14,27.3,87.62,4,Taplejung,
2014-04-11,17:22,29.29,81.26,4.2,Achham,
2014-03-31,07:51,30.11,81.93,4.4,Humla,
2013-11-03,06:47,29.56,81.68,4.3,Bajura,
2013-10-28,01:37,27.36,87.37,4.3,Sankhuwasava,
2013-10-13,21:43,30.08,81.74,4.5,Humla,
2013-10-03,06:12,27.14,88.51,5.7,Sikkim,
2013-09-22,14:35,30.25,81.55,4.4,Humla,
2013-09-12,04:29,26.96,87.34,4.5,Dhankuta,
2013-08-30,17:48,28.43,86.03,6,Tibet,
2013-06-28,11:40,28.76,82.4,5.5,Rukum,
2013-06-27,06:20,30.05,80.8,4.4,Darchula,
2013-06-26,22:22,26.85,85.96,4.4,Dhanusha,
2013-06-09,16:11,27.31,86.7,4.2,Northern Khotang,
2013-05-31,06:04,29.74,81.6,4.5,Northern Bajura,
2013-05-26,17:38,27.72,85.91,4.2,Sindhupalchok,
2013-05-14,09:59,29.65,81.98,4.5,Western Mugu,
2013-05-14,03:18,29.68,82,4.4,Mugu,
2013-05-14,03:13,29.56,82,4.3,Mugu,
2013-04-28,18:28,29.87,81.26,4.9,Northern Bajhang,
2013-03-17,11:59,26.74,86.08,4.2,Dhanusha,
2013-03-06,16:49,28.57,82.27,5.4,Rukum,
2013-02-22,02:41,28.39,83.18,4.1,Baglung,
2013-02-07,01:08,29.42,81.05,4,Bajhang,
2013-01-18,20:59,29.48,81.26,4.5,Bajhang,
2013-01-13,17:35,26.84,86.22,4,Siraha,
2013-01-09,07:44,29.82,81.7,5.5,Northern part of Bajura,
2013-01-02,17:42,29.41,81,4.7,Bajhang and Doti border,
2012-12-22,06:05,28.27,82.84,4.5,Rolpa and Pyuthan border,
2012-12-04,03:01,28.88,82.34,4,North East Jajarkot,
2012-11-12,12:42,29.55,81.31,4.5,Bajhang,
2012-11-11,18:39,29.51,81.13,5.6,Southern Bajhang,
2012-10-22,06:56,27.95,87.86,4.5,Around Kanchanjunga,
2012-09-17,09:45,28.59,82.41,4.4,Southern Rukum,
2012-08-30,14:11,28.61,82.43,4.5,Southern Rukum,
2012-08-29,19:54,28.4,82.79,4.3,Northern Rolpa,
2012-08-28,08:31,28.73,81.81,4.4,Southeastern Dailekh ,
2012-08-24,12:17,28.38,82.66,4.4,Rolpa,
